Day,T,TM,Tm,H,PP,VV,V,VM,RA,SN,TS,FG,month,year,RA_tomor
4,11.1,14.4,7.8,69.0,4.83,10.0,17.2,31.3,1,0,0,0,2,2013,1
7,13.0,22.0,7.0,55.0,0.0,9.0,8.5,24.1,0,0,0,0,1,2021,0
2,12.0,16.6,8.8,61.0,0.0,10.1,11.5,25.9,0,0,0,0,12,2008,1
24,18.2,21.5,15.6,75.0,0.25,11.3,20.4,31.3,1,0,0,0,4,2011,1
28,22.4,27.0,19.8,63.0,0.0,10.0,14.6,25.9,0,0,0,0,9,2017,0
1,21.1,24.1,19.0,77.0,4.06,10.3,12.2,22.2,0,0,0,0,10,2008,0
4,11.1,13.4,8.5,89.0,0.25,8.0,6.7,13.0,1,0,0,0,1,2009,1
18,26.3,31.3,22.6,46.0,0.0,10.0,20.2,31.7,0,0,0,0,7,2020,0
22,28.7,34.0,22.3,52.0,0.0,10.0,13.0,29.4,1,0,1,0,8,2019,0
18,11.6,18.0,4.5,85.0,0.25,6.0,6.5,13.0,0,0,0,1,2,2021,0
9,12.6,18.1,8.0,74.0,0.0,10.0,6.9,14.8,0,0,0,0,2,2019,0
5,28.9,36.0,21.8,52.0,0.0,9.5,8.7,18.3,0,0,0,0,8,2013,0
14,13.7,20.0,10.7,74.0,0.0,10.5,6.7,18.3,0,0,0,0,3,2012,0
25,16.4,21.5,13.0,84.0,0.25,9.7,4.6,14.8,1,0,0,0,11,2011,0
3,12.4,18.6,-2.3,72.0,0.0,8.5,10.0,16.5,0,0,0,0,1,2008,1
16,22.8,28.1,19.0,73.0,0.0,10.0,7.0,14.8,0,0,0,0,10,2014,0
7,23.3,30.5,16.0,52.0,0.0,10.0,14.1,22.2,0,0,0,0,5,2015,0
10,27.9,33.0,24.0,39.0,0.0,10.0,14.6,31.7,0,0,0,0,7,2021,0
13,18.3,23.4,14.0,72.0,23.88,10.1,15.9,33.5,1,0,0,0,5,2008,1
21,11.4,17.5,5.2,74.0,0.0,9.5,6.7,13.0,0,0,0,0,2,2017,0
1,11.8,18.0,8.0,73.0,0.51,10.0,10.6,16.5,0,0,0,0,12,2021,0
19,22.3,28.2,16.7,78.0,0.0,8.5,9.3,18.3,0,0,0,0,10,2008,0
6,26.2,33.0,21.4,61.0,0.0,10.0,11.5,29.4,0,0,0,0,9,2014,0
25,25.8,30.0,22.0,67.0,0.0,10.0,12.6,24.1,0,0,0,0,8,2016,0
21,16.4,22.0,11.6,85.0,0.0,9.7,6.1,13.0,0,0,0,0,11,2016,0
11,27.7,33.0,20.5,46.0,0.0,10.0,8.3,16.5,0,0,0,0,7,2020,0
19,21.3,25.5,17.1,47.0,0.0,10.3,13.5,22.2,0,0,0,0,5,2011,1
27,17.3,22.1,12.6,63.0,0.0,10.5,18.9,42.4,0,0,0,0,3,2010,0
2,31.2,41.0,21.5,36.0,0.0,10.0,7.8,24.1,0,0,0,0,8,2017,0
21,14.8,21.0,10.7,69.0,0.0,10.0,8.1,16.5,0,0,0,0,11,2017,0
1,19.6,25.0,15.0,61.0,1.78,10.0,12.2,20.6,0,0,0,0,11,2012,0
1,18.4,23.0,14.6,82.0,3.81,8.9,11.3,20.6,1,0,1,0,11,2015,0
10,31.3,40.4,24.3,51.0,0.0,8.9,9.8,25.9,0,0,0,0,9,2008,0
7,17.9,20.6,15.9,77.0,1.27,9.7,15.0,24.1,1,0,0,0,11,2012,0
17,25.8,30.4,22.0,48.0,0.0,10.0,21.5,29.4,0,0,0,0,7,2020,0
5,11.6,16.0,6.8,65.0,0.76,10.1,12.4,25.9,0,0,0,0,12,2010,0
9,13.3,18.3,10.0,75.0,0.0,10.9,13.7,20.6,0,0,0,0,1,2013,0
6,18.2,23.0,15.0,80.0,0.0,7.6,5.0,13.0,0,0,0,0,11,2020,0
19,25.5,30.2,22.0,55.0,0.0,10.0,14.8,25.9,0,0,0,0,7,2020,0
17,28.2,34.5,21.8,53.0,0.0,10.3,8.3,18.3,0,0,0,0,7,2008,1
8,13.8,20.3,9.4,56.0,0.0,9.7,18.3,35.2,1,0,0,0,12,2020,1
24,30.4,39.0,25.6,34.0,0.0,10.3,17.2,31.3,0,0,0,0,9,2012,0
14,30.1,36.1,26.0,42.0,0.0,10.0,23.9,35.2,0,0,0,0,7,2017,0
30,28.8,35.5,24.0,49.0,0.0,10.0,18.3,27.8,0,0,0,0,6,2016,0
15,17.8,23.0,15.5,78.0,42.67,10.0,15.2,29.4,1,0,1,0,11,2012,1
25,18.1,24.0,12.3,73.0,0.0,9.3,8.0,18.3,0,0,0,0,4,2015,0
10,11.5,16.1,6.0,64.0,2.29,11.3,8.9,18.3,0,0,0,0,1,2012,0
22,30.6,37.6,27.0,58.0,0.0,10.0,8.0,24.1,0,0,1,0,7,2017,0
14,24.5,29.6,20.7,67.0,0.0,10.0,10.6,20.6,0,0,0,0,9,2013,0
24,8.9,11.6,5.0,80.0,1.52,8.2,12.6,25.9,1,0,0,0,2,2013,0
10,12.3,17.1,7.8,73.0,6.35,9.8,19.8,35.2,1,0,0,0,3,2020,1
7,26.4,34.4,18.7,53.0,0.0,11.1,15.9,31.3,0,0,0,0,6,2012,0
15,17.1,22.1,13.0,57.0,4.06,10.3,26.3,46.5,1,0,0,0,5,2010,0
18,13.2,18.6,6.5,74.0,0.0,9.7,14.4,25.9,0,0,0,0,2,2020,0
20,16.6,20.2,12.0,62.0,0.0,9.5,24.1,46.5,1,0,0,0,11,2020,1
29,31.0,41.1,24.3,48.0,0.0,10.0,17.0,33.5,0,0,0,0,7,2013,0
7,20.6,26.2,17.0,68.0,0.0,11.1,20.0,31.3,0,0,0,0,5,2011,1
10,18.6,25.3,11.5,55.0,0.0,10.1,10.6,29.4,0,0,0,0,4,2013,0
14,25.2,31.5,19.9,65.0,0.0,11.1,13.9,29.4,0,0,0,0,6,2010,1
16,21.2,30.1,13.3,53.0,0.51,10.0,10.7,20.6,0,0,0,0,4,2016,0
14,16.3,21.0,12.0,82.0,0.0,9.2,19.1,25.9,0,0,0,0,3,2011,1
16,27.7,33.5,22.0,52.0,0.0,10.0,15.0,25.9,0,0,0,0,8,2019,0
22,11.5,15.0,8.0,65.0,5.08,9.3,21.7,37.0,0,0,0,0,12,2017,0
24,28.2,33.1,22.3,47.0,0.0,10.0,10.9,25.9,0,0,0,0,7,2020,0
22,23.7,28.0,20.0,49.0,0.0,11.1,31.1,40.7,0,0,0,0,6,2009,0
12,25.7,32.6,21.0,62.0,0.0,9.0,18.9,31.3,0,0,1,0,10,2010,1
3,16.5,23.1,11.1,68.0,0.0,10.0,5.2,14.8,0,0,0,0,3,2015,0
8,14.7,19.7,11.6,59.0,4.06,10.0,15.0,27.8,0,0,0,0,2,2021,1
26,15.4,20.4,11.6,53.0,0.0,10.0,20.2,37.0,0,0,0,0,3,2019,1
15,26.9,35.1,19.0,59.0,0.0,10.0,7.2,18.3,0,0,0,0,6,2017,0
3,17.2,24.1,10.0,70.0,0.0,10.5,14.6,29.4,0,0,0,0,4,2010,1
30,24.8,29.0,22.0,58.0,0.0,10.0,18.1,27.8,0,0,0,0,9,2021,0
21,32.2,44.0,25.2,40.0,0.0,9.8,14.1,33.5,0,0,0,0,7,2018,0
12,14.3,23.0,8.0,53.0,0.0,10.0,10.9,22.2,0,0,0,0,3,2021,0
17,16.8,21.1,14.0,74.0,2.29,10.5,20.2,37.0,1,0,0,0,10,2009,1
5,13.2,16.3,8.0,48.0,0.0,9.0,33.3,48.2,1,0,1,0,2,2020,1
17,9.8,15.0,-2.7,59.0,0.0,10.5,17.6,50.0,1,0,1,0,12,2008,1
28,18.6,26.4,13.8,74.0,0.0,9.5,15.7,27.8,0,0,0,0,3,2009,1
3,31.3,40.5,22.6,42.0,0.0,10.6,10.9,29.4,0,0,0,0,7,2008,0
17,16.4,21.1,13.0,70.0,0.0,9.3,15.0,24.1,0,0,0,0,3,2008,0
21,14.1,20.4,7.7,52.0,0.0,11.1,15.0,24.1,0,0,0,0,2,2010,0
4,26.1,30.0,23.0,40.0,0.0,10.0,27.0,38.9,0,0,0,0,7,2020,0
25,25.9,31.7,23.0,62.0,0.0,10.0,15.0,29.4,0,0,0,0,6,2014,0
2,21.6,27.3,13.3,61.0,0.0,9.8,17.4,38.9,0,0,0,0,11,2008,0
23,27.7,35.0,18.9,38.0,0.0,10.1,13.7,25.9,0,0,0,0,5,2009,0
8,19.1,24.6,13.9,72.0,0.0,9.0,10.4,22.2,0,0,0,0,5,2014,0
27,16.6,21.4,13.6,60.0,2.29,10.0,18.1,33.5,0,0,0,0,10,2020,1
13,26.2,32.3,19.9,70.0,0.0,9.2,9.6,20.6,0,0,0,0,9,2016,1
20,29.1,34.0,25.7,57.0,0.0,10.0,17.6,25.9,0,0,0,0,8,2019,0
26,27.7,33.0,23.7,56.0,0.0,9.8,20.9,29.4,0,0,0,0,7,2016,0
6,29.7,37.0,20.8,32.0,0.0,10.0,10.2,24.1,0,0,0,0,7,2021,0
19,17.3,25.4,11.9,77.0,0.0,9.0,4.8,14.8,0,0,0,0,11,2014,0
26,12.3,17.2,8.0,68.0,0.25,9.2,18.7,33.5,1,0,0,0,3,2014,1
18,15.9,21.3,10.9,62.0,0.0,11.3,10.6,18.3,0,0,0,0,4,2011,1
18,17.4,23.0,14.0,70.0,0.25,10.0,5.2,14.8,0,0,0,0,11,2014,0
26,10.6,17.0,-0.5,83.0,0.51,7.7,5.0,11.1,0,0,0,1,12,2008,0
8,35.3,42.4,23.0,26.0,0.0,7.2,13.3,27.8,0,0,0,0,8,2013,0
13,25.4,33.5,18.7,50.0,0.0,10.0,6.9,22.2,0,0,0,0,8,2011,0
18,10.6,15.0,6.8,73.0,8.89,9.3,10.4,18.3,1,0,0,0,1,2016,0
14,26.7,32.2,20.0,67.0,0.0,10.0,9.4,20.6,0,0,0,0,9,2021,0
17,21.4,26.3,19.0,73.0,0.0,9.0,6.9,24.1,0,0,0,0,10,2008,0
10,10.6,15.4,5.8,67.0,1.02,9.3,14.4,27.8,0,0,0,0,2,2015,0
17,14.8,18.6,11.0,71.0,0.0,10.0,15.9,35.2,0,0,0,0,11,2017,0
6,15.1,19.2,11.0,60.0,0.0,10.0,20.6,38.9,0,0,0,0,3,2018,0
3,13.7,17.4,11.0,61.0,1.52,9.5,19.1,35.2,1,0,0,0,3,2020,1
28,10.7,14.1,-0.5,74.0,8.38,8.5,24.3,44.3,1,0,0,0,1,2009,1
16,18.7,23.0,16.0,64.0,0.0,10.0,9.4,18.3,0,0,0,0,11,2014,0
25,14.9,24.2,6.5,49.0,0.0,10.0,8.0,14.8,0,0,0,0,2,2020,0
15,18.7,25.0,14.0,49.0,0.0,10.0,11.1,29.4,0,0,0,0,5,2018,0
15,24.6,30.0,20.0,58.0,0.25,8.5,19.1,48.2,1,0,0,0,10,2014,0
3,19.1,25.5,15.0,61.0,0.0,9.5,21.3,33.5,0,0,0,0,4,2014,1
17,16.5,25.0,8.0,62.0,0.0,10.3,10.9,20.6,0,0,0,0,3,2012,0
26,13.5,19.2,9.0,64.0,0.0,10.0,8.9,16.5,0,0,0,0,1,2018,0
6,18.1,26.1,11.0,41.0,0.0,9.0,8.3,16.5,0,0,0,0,2,2021,1
5,20.1,25.0,16.0,75.0,0.25,10.0,5.6,13.0,0,0,1,0,11,2017,1
20,24.8,29.1,20.6,41.0,0.0,10.0,26.1,35.2,0,0,0,0,6,2020,0
12,16.6,21.0,12.6,70.0,0.0,10.0,14.6,27.8,0,0,0,0,11,2017,1
14,18.4,22.2,14.0,69.0,0.0,10.5,14.6,35.2,1,0,0,0,5,2010,1
17,16.7,23.2,11.4,78.0,0.0,8.4,5.9,20.6,0,0,0,0,4,2013,0
28,13.7,19.3,10.8,80.0,0.25,9.7,4.3,11.1,0,0,0,0,12,2013,1
13,16.4,20.0,14.0,68.0,7.11,10.1,26.7,38.9,1,0,0,0,4,2012,1
5,26.1,31.1,21.7,53.0,0.0,10.9,22.2,35.2,0,0,0,0,8,2010,0
14,11.9,15.0,9.0,70.0,0.0,10.5,8.9,25.9,1,0,0,0,1,2013,1
9,19.3,26.2,12.0,56.0,0.0,10.1,7.0,18.3,0,0,0,0,5,2012,0
24,28.1,35.0,20.9,58.0,0.0,10.0,8.1,24.1,0,0,0,0,7,2019,0
17,26.6,32.8,23.0,53.0,0.0,10.0,18.0,22.2,0,0,0,0,6,2021,0
9,10.9,19.6,3.6,80.0,0.0,7.2,2.0,11.1,0,0,0,0,1,2014,0
16,18.5,24.3,13.5,51.0,0.0,10.0,16.5,27.8,0,0,0,0,5,2014,0
19,16.2,19.4,14.0,83.0,0.25,9.5,6.1,16.5,1,0,1,0,12,2020,1
9,23.9,28.1,19.9,44.0,0.0,10.0,18.9,35.2,0,0,0,0,6,2021,0
6,32.3,39.9,27.0,37.0,0.0,10.8,13.9,35.2,1,0,1,0,9,2008,1
31,27.4,32.1,23.6,59.0,0.0,11.1,23.7,35.2,0,0,0,0,7,2013,0
9,21.4,26.3,17.5,68.0,0.0,10.1,13.5,29.4,0,0,0,0,6,2013,0
7,11.9,16.2,9.0,75.0,2.54,11.1,10.0,18.3,0,0,0,0,12,2012,1
4,27.7,34.0,23.0,65.0,0.0,10.0,11.5,20.6,0,0,0,0,8,2015,0
11,18.6,26.0,13.8,62.0,0.0,11.3,10.9,20.6,0,0,0,0,4,2013,0
9,28.6,34.5,23.0,66.0,0.0,9.8,9.1,18.3,0,0,0,0,8,2019,0
13,13.3,17.2,10.0,71.0,0.25,9.8,12.4,27.8,1,0,0,0,1,2016,0
22,13.8,20.1,8.8,69.0,0.51,10.5,15.6,31.3,1,0,0,0,2,2013,1
6,23.8,28.0,20.4,71.0,3.05,8.2,14.1,27.8,1,0,1,0,6,2011,1
21,15.2,16.1,13.8,79.0,0.76,9.2,16.1,22.2,1,0,1,0,3,2020,1
28,11.9,18.0,9.0,67.0,1.52,8.7,24.4,48.2,1,0,0,0,12,2014,1
22,11.2,17.2,8.0,60.0,0.0,9.5,9.1,27.8,1,0,1,0,1,2015,1
2,15.6,19.4,12.3,69.0,5.33,11.3,18.9,35.2,1,0,0,0,4,2013,0
4,14.3,18.0,11.0,68.0,1.02,11.1,14.3,25.9,1,0,0,0,3,2012,1
15,25.7,31.0,21.0,56.0,0.0,10.0,18.7,31.7,0,0,0,0,7,2014,0
27,15.7,19.0,12.0,73.0,0.25,9.5,11.9,25.9,1,0,0,0,12,2021,0
15,19.8,24.1,16.0,45.0,0.0,10.0,12.6,27.8,0,0,0,0,10,2020,1
26,25.4,29.9,20.6,71.0,0.0,10.1,12.4,24.1,0,0,0,0,6,2008,0
24,19.9,24.0,17.8,85.0,0.0,8.2,5.7,14.8,1,0,1,0,10,2012,0
29,17.8,24.3,13.0,79.0,0.0,9.5,9.3,18.3,0,0,0,0,10,2009,1
15,24.4,29.6,20.5,79.0,0.0,9.2,7.0,20.6,0,0,0,0,10,2013,0
30,9.9,12.0,8.9,86.0,2.03,8.7,16.1,25.9,1,0,0,0,1,2012,1
5,19.9,24.0,18.0,80.0,0.0,10.0,9.4,20.6,0,0,0,0,11,2015,0
19,11.5,16.4,8.8,89.0,0.51,7.6,12.0,25.9,1,0,0,0,12,2009,1
18,27.2,35.3,18.8,42.0,0.0,11.1,8.3,20.6,0,0,0,0,6,2012,0
12,30.9,39.5,25.4,60.0,0.0,9.8,7.6,20.6,0,0,0,0,8,2021,0
17,12.3,15.4,9.0,66.0,1.78,10.5,21.1,31.3,1,0,0,0,1,2013,1
7,16.8,18.3,15.3,78.0,0.51,8.9,16.5,31.7,1,0,0,0,4,2016,0
25,27.4,32.2,23.7,57.0,0.0,10.0,21.5,35.2,0,0,0,0,7,2016,0
2,16.6,22.1,11.7,56.0,0.0,9.7,8.7,16.5,0,0,0,0,4,2019,1
10,15.6,20.1,10.8,66.0,0.0,10.0,8.5,22.2,0,0,0,0,4,2018,1
14,27.8,33.0,23.3,54.0,0.0,10.0,11.5,31.7,0,0,0,0,8,2017,0
21,27.2,31.7,25.0,77.0,0.0,9.5,14.3,27.8,1,0,1,0,9,2019,1
8,12.8,17.3,9.0,77.0,0.0,9.0,11.9,27.8,1,0,1,0,2,2017,1
14,24.6,31.3,20.5,64.0,8.13,10.0,10.7,25.9,1,0,1,0,9,2009,1
19,13.2,17.0,11.0,58.0,0.0,10.0,14.8,37.0,1,0,0,0,11,2019,0
18,11.0,14.4,9.0,86.0,8.64,8.0,21.5,42.4,1,0,0,0,12,2008,1
5,30.2,40.2,22.8,55.0,0.0,9.0,6.5,18.3,0,0,0,0,8,2017,0
30,14.4,18.6,11.0,76.0,0.0,8.9,6.3,11.1,1,0,0,0,12,2015,0
25,14.4,19.9,11.0,68.0,0.0,9.7,9.8,18.3,0,0,0,0,12,2021,1
23,18.6,27.1,12.0,65.0,0.0,9.5,11.5,31.7,0,0,0,0,4,2019,0
16,26.0,29.0,23.0,67.0,1.02,9.3,9.3,16.5,1,0,0,0,8,2015,0
9,19.9,28.0,13.0,44.0,0.0,11.1,12.2,24.1,0,0,0,0,12,2010,0
25,13.9,18.5,9.0,65.0,1.02,10.0,14.4,22.2,0,0,0,0,1,2021,0
12,20.5,25.5,15.0,76.0,0.25,9.8,5.7,14.8,0,0,0,0,10,2017,0
14,12.1,16.0,9.7,72.0,0.0,11.3,14.4,31.3,0,0,0,0,12,2010,1
6,16.2,21.2,11.7,69.0,0.0,8.7,8.7,16.5,0,0,1,0,11,2008,0
20,17.8,22.3,12.8,72.0,0.0,9.8,8.7,22.2,0,0,0,0,4,2015,0
18,18.7,24.3,12.0,47.0,0.0,9.8,15.0,31.3,0,0,0,0,3,2013,0
14,10.7,14.6,8.5,77.0,0.25,10.0,13.7,22.2,1,1,0,0,3,2010,0
3,18.4,23.0,14.6,55.0,5.59,10.0,30.7,40.7,0,0,0,0,5,2016,0
26,23.5,31.4,15.9,55.0,0.0,10.0,11.1,22.2,0,0,0,0,5,2018,0
20,12.9,16.0,9.5,78.0,5.59,7.9,16.7,35.2,1,0,0,0,12,2008,0
8,27.9,33.0,23.0,45.0,0.0,10.0,19.4,33.5,0,0,0,0,8,2020,0
27,18.6,20.1,17.0,79.0,0.25,7.4,7.6,14.8,1,0,0,0,9,2008,0
19,23.4,27.0,20.8,54.0,0.0,9.5,18.7,33.5,0,0,0,0,9,2017,0
11,26.6,33.7,22.0,72.0,0.51,9.2,7.6,20.6,0,0,0,0,9,2014,0
23,29.3,34.6,25.5,62.0,0.0,9.7,14.4,25.9,0,0,0,0,8,2015,1
1,24.4,32.0,19.2,57.0,0.25,9.8,6.9,16.5,0,0,0,0,10,2019,0
19,29.7,35.4,23.0,50.0,0.0,10.5,10.9,22.2,0,0,0,0,8,2010,0
25,28.8,34.0,24.0,41.0,0.0,10.0,14.6,22.2,0,0,0,0,7,2020,0
25,12.6,16.6,8.0,70.0,3.81,9.7,21.1,48.2,1,0,0,0,1,2009,0
12,27.4,33.0,21.9,62.0,0.0,10.0,9.6,20.6,0,0,0,0,7,2015,0
27,12.4,14.7,10.0,78.0,5.08,9.0,26.7,50.0,1,0,0,0,3,2008,1
10,8.2,12.4,5.0,62.0,0.0,11.3,14.8,29.4,1,0,1,0,1,2010,1
5,26.8,32.0,23.0,64.0,0.0,11.3,16.3,29.4,0,0,0,0,8,2009,0
15,9.5,16.6,3.5,85.0,0.0,6.6,4.6,9.4,0,0,0,1,1,2020,0
2,12.3,15.9,10.0,77.0,0.0,10.1,11.1,24.1,1,0,0,0,1,2011,0
21,21.5,27.8,16.0,50.0,0.0,11.3,14.6,24.1,0,0,0,0,5,2008,0
26,23.2,28.6,18.2,50.0,0.0,11.3,24.8,40.7,0,0,0,0,6,2013,0
16,15.3,20.0,8.6,75.0,0.0,9.8,13.7,25.9,0,0,0,0,3,2020,0
15,27.0,32.3,23.0,65.0,0.76,9.0,10.9,25.9,1,0,1,0,9,2016,0
8,15.6,19.5,12.0,75.0,0.0,10.3,14.3,24.1,0,0,0,0,12,2011,0
8,24.9,29.0,22.9,59.0,0.0,10.0,7.4,16.5,1,0,0,0,9,2015,1
6,24.0,30.5,16.4,46.0,0.0,11.3,9.3,18.3,0,0,0,0,6,2012,0
30,15.2,21.2,8.0,75.0,0.0,9.7,13.5,25.9,0,0,0,0,3,2008,1
17,24.7,28.7,21.0,54.0,0.0,10.0,16.7,31.7,0,0,0,0,9,2017,1
30,30.2,37.3,23.2,43.0,0.0,10.6,11.5,20.6,0,0,0,0,6,2012,0
15,26.8,32.6,22.0,62.0,0.0,10.0,11.9,22.2,0,0,0,0,7,2015,0
20,19.4,24.0,16.7,77.0,1.27,9.7,11.5,24.1,1,0,0,0,5,2018,1
22,23.5,27.2,8.3,73.0,0.0,9.8,16.9,29.4,0,0,0,0,9,2013,0
6,15.7,24.1,8.6,54.0,0.0,9.3,11.3,20.6,0,0,0,0,1,2018,0
14,14.5,15.1,11.6,85.0,7.11,7.2,16.9,22.2,1,0,0,0,3,2014,1
7,15.7,19.0,13.0,80.0,0.0,10.0,13.9,25.9,0,0,0,0,12,2018,0
29,14.3,17.2,11.8,71.0,0.0,10.0,17.6,35.2,0,0,0,0,11,2015,0
13,13.4,17.0,9.9,60.0,0.0,11.3,14.1,29.4,0,0,0,0,12,2010,0
2,14.3,17.4,10.5,61.0,0.25,10.0,23.0,46.5,0,0,0,0,1,2018,0
21,17.7,22.0,14.9,62.0,0.51,10.0,25.4,33.5,1,0,0,0,5,2015,0
13,26.4,33.0,18.3,53.0,0.0,10.0,9.8,25.9,0,0,0,0,6,2014,0
4,21.1,25.0,16.0,75.0,0.25,8.4,9.1,22.2,1,0,0,0,11,2008,0
29,18.4,25.0,13.0,77.0,0.0,9.7,4.6,16.5,0,0,0,0,10,2014,0
21,13.7,18.0,10.7,57.0,0.0,10.0,14.4,22.2,0,0,0,0,11,2013,1
13,24.1,29.4,18.0,67.0,0.0,9.8,12.2,22.2,0,0,0,0,10,2019,0
22,26.3,31.1,22.0,56.0,0.0,10.0,14.1,25.9,0,0,0,0,8,2017,0
16,24.9,31.6,19.5,33.0,0.0,10.0,11.3,25.9,0,0,0,0,6,2020,0
19,9.3,15.0,6.0,72.0,0.51,9.5,8.7,18.3,0,0,0,0,1,2017,1
24,27.2,32.2,23.0,55.0,0.0,9.5,21.1,29.4,0,0,0,0,8,2014,0
3,30.0,35.0,25.0,61.0,0.51,10.0,15.9,38.9,1,0,1,0,9,2011,1
27,9.1,15.0,5.0,77.0,0.76,9.7,6.7,18.3,0,0,0,0,2,2018,0
27,22.1,27.0,18.5,63.0,0.0,10.0,5.7,13.0,0,0,0,0,10,2015,0
3,11.2,16.2,6.8,76.0,0.0,9.0,8.9,14.8,0,0,0,0,1,2020,0
12,16.2,19.0,14.5,70.0,4.06,9.5,18.9,35.2,1,0,1,0,10,2020,0
19,27.6,34.5,21.0,54.0,0.0,10.5,8.7,20.6,0,0,0,0,7,2012,0
13,12.8,16.8,10.0,75.0,10.16,9.5,15.9,29.4,1,0,0,0,3,2016,0
13,17.3,23.0,14.0,76.0,0.0,10.3,7.8,13.0,0,0,0,0,11,2010,0
28,28.3,38.0,21.6,58.0,0.0,9.8,9.8,24.1,0,0,0,0,8,2021,0
2,17.2,24.0,11.4,77.0,0.0,8.4,4.4,14.8,0,0,0,0,11,2020,0
19,19.8,26.2,13.9,46.0,0.0,10.6,22.4,35.2,0,0,0,0,5,2010,1
13,15.1,19.0,11.8,50.0,0.0,10.0,20.4,35.2,0,0,0,0,4,2021,1
10,25.7,31.4,21.5,68.0,0.0,10.0,12.0,24.1,0,0,0,0,9,2016,0
28,26.2,30.6,22.7,46.0,0.0,10.6,17.8,29.4,0,0,0,0,8,2011,0
30,29.4,35.2,24.0,56.0,0.0,10.3,10.7,25.9,0,0,0,0,7,2012,0
10,31.0,37.3,26.0,50.0,0.51,9.8,18.9,31.7,0,0,1,0,8,2017,0
14,22.0,26.1,20.0,82.0,11.94,9.3,8.5,20.6,1,0,1,0,9,2020,0
12,14.7,18.0,10.0,66.0,0.51,10.0,13.3,22.2,0,0,0,0,12,2014,0
4,16.1,23.6,12.0,64.0,0.0,8.5,19.4,35.2,1,0,0,0,4,2014,1
25,12.5,18.0,8.9,78.0,0.0,7.4,3.1,11.1,0,0,0,0,12,2015,0
28,14.6,18.0,11.0,72.0,0.0,9.5,7.2,18.3,0,0,0,0,2,2021,0
31,26.2,32.2,22.9,60.0,0.0,10.0,17.6,42.4,1,0,0,0,8,2020,0
2,20.2,25.5,16.0,65.0,0.0,11.3,9.6,22.2,0,0,0,0,11,2012,0
25,13.1,16.6,10.6,72.0,26.92,9.2,19.8,29.4,1,0,0,0,11,2015,1
8,18.7,23.2,14.3,74.0,16.51,9.5,10.9,24.1,0,0,0,0,5,2016,0
21,25.3,32.0,18.8,71.0,0.0,10.8,8.9,18.3,0,0,0,0,9,2012,0
17,13.9,17.0,11.0,76.0,0.25,9.2,15.0,27.8,1,0,0,0,12,2011,1
14,18.8,26.0,13.4,67.0,0.0,10.0,7.6,13.0,0,0,0,0,11,2014,0
21,19.4,24.2,16.0,66.0,1.02,10.3,6.5,14.8,1,0,0,0,10,2011,0
23,30.5,38.0,21.9,53.0,0.0,10.5,12.0,25.9,0,0,0,0,8,2012,0
26,14.7,19.6,9.4,70.0,0.0,9.2,8.9,14.8,1,0,0,0,12,2021,1
9,15.8,19.0,13.0,78.0,0.0,11.3,19.1,38.9,0,0,0,0,12,2009,0
11,27.0,33.1,22.8,50.0,0.0,11.3,18.5,29.4,0,0,0,0,7,2009,0
18,24.2,29.0,20.5,55.0,0.0,10.0,24.3,33.5,0,0,0,0,6,2015,0
23,32.0,41.9,26.5,57.0,0.0,11.1,10.0,24.1,0,0,0,0,7,2010,0
14,25.7,34.0,17.8,55.0,0.0,10.0,7.0,14.8,0,0,0,0,9,2017,0
31,18.8,24.4,14.5,68.0,0.0,10.0,7.2,13.0,0,0,0,0,10,2017,0
31,17.6,21.0,15.0,84.0,2.03,9.7,11.9,20.6,1,0,1,0,10,2015,1
26,27.8,34.2,20.9,58.0,0.0,10.6,8.3,20.6,0,0,0,0,7,2012,0
13,28.4,34.5,21.6,58.0,0.0,10.0,11.5,25.9,0,0,0,0,8,2013,0
14,11.6,18.3,5.7,77.0,0.0,8.4,7.4,18.3,0,0,0,0,12,2013,0
28,29.0,36.3,21.1,48.0,0.0,11.1,9.3,20.6,0,0,0,0,6,2012,0
1,24.7,29.0,20.0,55.0,0.0,10.0,11.3,18.3,0,0,0,0,7,2014,0
2,25.7,31.6,21.9,73.0,0.0,9.8,10.2,22.2,0,0,0,0,10,2013,0
9,26.9,32.6,22.0,66.0,0.0,9.7,8.5,24.1,0,0,0,0,7,2010,0
2,24.2,30.0,19.0,73.0,0.0,10.0,6.3,14.8,0,0,0,0,10,2016,0
28,29.1,36.7,20.9,36.0,0.0,10.0,8.3,18.3,0,0,0,0,7,2020,0
3,24.4,27.4,22.0,69.0,0.0,10.0,11.3,35.2,1,0,1,0,9,2010,0
16,18.6,22.0,16.0,86.0,3.3,8.5,10.4,18.3,1,0,1,0,11,2012,0
18,14.7,21.0,8.7,63.0,0.0,9.5,15.7,29.4,0,0,0,0,3,2019,0
21,22.4,28.3,16.6,68.0,0.0,8.7,13.1,25.9,0,0,1,0,5,2013,1
6,26.3,31.0,23.0,67.0,0.0,10.0,13.9,24.1,0,0,0,0,9,2021,0
17,17.1,22.0,13.0,71.0,0.0,9.5,8.5,18.3,0,0,0,0,4,2019,0
24,20.8,24.5,18.0,73.0,4.83,9.7,18.7,33.5,1,0,1,0,10,2019,1
21,18.4,23.2,15.0,58.0,0.0,10.1,17.6,35.2,1,0,0,0,4,2008,0
23,25.1,33.0,18.3,50.0,0.0,10.0,14.3,25.9,0,0,0,0,5,2021,0
